1.62381	-0.392908	14.1887
1.63507	-0.403065	14.3443
1.64632	-0.41301	14.5016
1.65758	-0.422744	14.6604
1.66883	-0.432259	14.8205
1.68009	-0.441557	14.9818
1.69135	-0.450635	15.1442
1.7026	-0.459465	15.3076
1.71386	-0.4681	15.4716
1.72511	-0.476521	15.6364
1.73637	-0.484733	15.8017
1.74762	-0.492748	15.9673
1.75888	-0.500572	16.1333
1.77014	-0.508211	16.2994
1.78139	-0.515676	16.4654
1.79265	-0.522971	16.6314
1.8039	-0.530109	16.7971
1.81516	-0.537062	16.9625
1.82641	-0.543907	17.1275
1.83767	-0.550627	17.292
1.84892	-0.557232	17.4559
1.86018	-0.5637	17.6193
1.87144	-0.570121	17.7819
1.88269	-0.576473	17.9437
1.89395	-0.582768	18.1046
1.9052	-0.589016	18.2646
1.91646	-0.595232	18.4237
1.92771	-0.601428	18.5817
1.93897	-0.607574	18.7388
1.95023	-0.613768	18.8948
1.96148	-0.619976	19.0498
1.97274	-0.626216	19.2037
1.98399	-0.6325	19.3565
1.99525	-0.638841	19.5083
2.0065	-0.645207	19.659
2.01776	-0.651749	19.8086
2.02901	-0.658281	19.9572
2.04027	-0.664963	20.1048
2.05153	-0.671757	20.2513
2.06278	-0.678666	20.3968
2.07404	-0.685641	20.5414
2.08529	-0.692855	20.685
2.09655	-0.700094	20.8278
2.1078	-0.707592	20.9698
2.11906	-0.715133	21.111
2.13032	-0.722943	21.2514
2.14157	-0.730802	21.3911
2.15283	-0.738881	21.5301
2.16408	-0.747069	21.6686
2.17534	-0.755542	21.8063
2.18659	-0.764063	21.9436
2.19785	-0.77287	22.0802
2.2091	-0.781719	22.2166
2.22036	-0.790735	22.3526
2.23162	-0.800049	22.4882
2.24287	-0.809404	22.6236
2.25413	-0.819056	22.7585
2.26538	-0.828741	22.8934
2.27664	-0.838651	23.028
2.28789	-0.84865	23.1625
2.29915	-0.858934	23.2968
2.31041	-0.869224	23.4311
2.32166	-0.879792	23.5651
2.33292	-0.890352	23.6993
2.34417	-0.901183	23.8334
2.35543	-0.911926	23.9677
2.36668	-0.92301	24.1019
2.37794	-0.934065	24.2362
2.38919	-0.945372	24.3705
2.40045	-0.956633	24.5049
2.41171	-0.968139	24.6393
2.42296	-0.979579	24.7739
2.43422	-0.991256	24.9085
2.44547	-1.00285	25.0433
2.45673	-1.01467	25.178
2.46798	-1.02639	25.3131
2.47924	-1.03817	25.4482
2.4905	-1.05017	25.5832
2.50175	-1.06205	25.7185
2.51301	-1.07414	25.8536
2.52426	-1.08609	25.989
2.53552	-1.09825	26.1242
2.54677	-1.11026	26.2596
2.55803	-1.1223	26.395
2.56928	-1.13435	26.5303
2.58054	-1.14659	26.6655
2.5918	-1.15866	26.8008
2.60305	-1.17093	26.9358
2.61431	-1.18303	27.0709
2.62556	-1.19531	27.2057
2.63682	-1.20742	27.3405
2.64807	-1.2197	27.475
2.65933	-1.23181	27.6094
2.67059	-1.2441	27.7435
2.68184	-1.2562	27.8774
2.6931	-1.26849	28.011
2.70435	-1.28059	28.1445
2.71561	-1.29268	28.2776
2.72686	-1.30497	28.4103
2.73812	-1.31707	28.5428
2.74937	-1.32936	28.6748
2.76063	-1.34145	28.8066
2.77189	-1.35376	28.9379
2.78314	-1.36586	29.069
2.7944	-1.37796	29.1997
2.80565	-1.39008	29.3299
2.81691	-1.40241	29.4597
2.82816	-1.41455	29.5892
2.83942	-1.42692	29.7181
2.85068	-1.43909	29.8468
2.86193	-1.45149	29.9749
2.87319	-1.4637	30.1028
2.88444	-1.47615	30.2301
2.8957	-1.48841	30.3573
2.90695	-1.50092	30.4839
2.91821	-1.51323	30.6102
2.92946	-1.52581	30.7361
2.94072	-1.5382	30.8618
2.95198	-1.55062	30.9871
2.96323	-1.56332	31.112
2.97449	-1.57582	31.2367
2.98574	-1.58861	31.361
2.997	-1.6012	31.4851
3.00825	-1.61384	31.609
3.01951	-1.62676	31.7325
3.03077	-1.6395	31.856
3.04202	-1.65229	31.9792
3.05328	-1.66537	32.1021
3.06453	-1.67826	32.225
3.07579	-1.69145	32.3476
3.08704	-1.70445	32.4703
3.0983	-1.71775	32.5926
3.10955	-1.73086	32.715
3.12081	-1.74427	32.8372
3.13207	-1.75749	32.9595
3.14332	-1.77101	33.0815
3.15458	-1.78433	33.2038
3.16583	-1.79796	33.3258
3.17709	-1.81138	33.4481
3.18834	-1.82485	33.5703
3.1996	-1.83864	33.6925
3.21086	-1.85221	33.8149
3.22211	-1.8661	33.9371
