1.62381	-0.40603	14.3094
1.63507	-0.416092	14.4642
1.64632	-0.425952	14.6206
1.65758	-0.435607	14.7784
1.66883	-0.445054	14.9376
1.68009	-0.454291	15.0979
1.69135	-0.463319	15.2593
1.7026	-0.472107	15.4216
1.71386	-0.480714	15.5846
1.72511	-0.489115	15.7482
1.73637	-0.497319	15.9124
1.74762	-0.505335	16.077
1.75888	-0.513174	16.2418
1.77014	-0.520842	16.4068
1.78139	-0.528345	16.5717
1.79265	-0.53569	16.7365
1.8039	-0.542889	16.9011
1.81516	-0.549916	17.0654
1.82641	-0.556849	17.2293
1.83767	-0.563666	17.3927
1.84892	-0.570383	17.5556
1.86018	-0.576975	17.7179
1.87144	-0.583532	17.8794
1.88269	-0.590031	18.0402
1.89395	-0.596484	18.2002
1.9052	-0.602904	18.3593
1.91646	-0.609304	18.5174
1.92771	-0.615694	18.6746
1.93897	-0.622046	18.8309
1.95023	-0.628452	18.9861
1.96148	-0.634886	19.1404
1.97274	-0.64136	19.2936
1.98399	-0.647889	19.4458
1.99525	-0.654486	19.597
2.0065	-0.661113	19.7473
2.01776	-0.667925	19.8964
2.02901	-0.674736	20.0447
2.04027	-0.681705	20.1919
2.05153	-0.688788	20.3382
2.06278	-0.695995	20.4836
2.07404	-0.703275	20.6281
2.08529	-0.710795	20.7716
2.09655	-0.718348	20.9145
2.1078	-0.726161	21.0565
2.11906	-0.734022	21.1979
2.13032	-0.742156	21.3386
2.14157	-0.750339	21.4786
2.15283	-0.758745	21.618
2.16408	-0.767259	21.757
2.17534	-0.77606	21.8952
2.18659	-0.784907	22.0331
2.19785	-0.794039	22.1704
2.2091	-0.803212	22.3076
2.22036	-0.812552	22.4443
2.23162	-0.822185	22.5808
2.24287	-0.831859	22.7171
2.25413	-0.841823	22.853
2.26538	-0.85182	22.9889
2.27664	-0.862035	23.1246
2.28789	-0.872334	23.2603
2.29915	-0.882915	23.3957
2.31041	-0.893493	23.5311
2.32166	-0.904342	23.6665
2.33292	-0.915178	23.8019
2.34417	-0.926281	23.9374
2.35543	-0.937288	24.073
2.36668	-0.948628	24.2085
2.37794	-0.95993	24.3442
2.38919	-0.97148	24.4799
2.40045	-0.982974	24.6157
2.41171	-0.994705	24.7515
2.42296	-1.00636	24.8875
2.43422	-1.01825	25.0235
2.44547	-1.03005	25.1597
2.45673	-1.04206	25.2959
2.46798	-1.05397	25.4323
2.47924	-1.06593	25.5687
2.4905	-1.0781	25.7051
2.50175	-1.09014	25.8417
2.51301	-1.10239	25.9781
2.52426	-1.1145	26.1147
2.53552	-1.1268	26.2512
2.54677	-1.13895	26.3877
2.55803	-1.15112	26.5242
2.56928	-1.1633	26.6607
2.58054	-1.17566	26.7969
2.5918	-1.18786	26.9332
2.60305	-1.20024	27.0691
2.61431	-1.21245	27.2051
2.62556	-1.22484	27.3407
2.63682	-1.23705	27.4763
2.64807	-1.24945	27.6115
2.65933	-1.26165	27.7466
2.67059	-1.27405	27.8812
2.68184	-1.28625	28.0157
2.6931	-1.29864	28.1497
2.70435	-1.31084	28.2836
2.71561	-1.32304	28.4171
2.72686	-1.33544	28.5501
2.73812	-1.34763	28.6828
2.74937	-1.36004	28.8149
2.76063	-1.37224	28.9469
2.77189	-1.38466	29.0782
2.78314	-1.39688	29.2093
2.7944	-1.40911	29.3399
2.80565	-1.42135	29.4701
2.81691	-1.43382	29.5997
2.82816	-1.4461	29.7289
2.83942	-1.45861	29.8576
2.85068	-1.47092	29.986
2.86193	-1.48348	30.1138
2.87319	-1.49585	30.2414
2.88444	-1.50847	30.3683
2.8957	-1.5209	30.495
2.90695	-1.53358	30.6212
2.91821	-1.54609	30.7471
2.92946	-1.55885	30.8725
2.94072	-1.57144	30.9977
2.95198	-1.58407	31.1225
2.96323	-1.59697	31.2469
2.97449	-1.60969	31.371
2.98574	-1.6227	31.4948
2.997	-1.63552	31.6184
3.00825	-1.64839	31.7418
3.01951	-1.66156	31.8648
3.03077	-1.67453	31.9877
3.04202	-1.68757	32.1105
3.05328	-1.7009	32.2329
3.06453	-1.71404	32.3553
3.07579	-1.72749	32.4775
3.08704	-1.74075	32.5997
3.0983	-1.75432	32.7216
3.10955	-1.76769	32.8436
3.12081	-1.78136	32.9654
3.13207	-1.79484	33.0874
3.14332	-1.80863	33.2091
3.15458	-1.82221	33.3311
3.16583	-1.83611	33.4528
3.17709	-1.84979	33.5748
3.18834	-1.86353	33.6969
3.1996	-1.87757	33.8189
3.21086	-1.8914	33.9411
3.22211	-1.90555	34.0632
3.23337	-1.91947	34.1856
3.24462	-1.93343	34.3081
3.25588	-1.94743	34.4307
3.26713	-1.96174	34.5533
3.27839	-1.97582	34.6762
3.28964	-1.99021	34.799
3.3009	-2.00436	34.9222
3.31216	-2.01883	35.0453
3.32341	-2.03305	35.1688
3.33467	-2.04759	35.2922
3.34592	-2.06187	35.4159
3.35718	-2.07648	35.5396
3.36843	-2.09082	35.6635
3.37969	-2.10549	35.7874
3.39095	-2.11989	35.9117
3.4022	-2.13461	36.0358
3.41346	-2.14907	36.1602
3.42471	-2.16356	36.2847
3.43597	-2.17838	36.4091
3.44722	-2.19292	36.5338
3.45848	-2.20779	36.6583
